Date,Network,Profile,Audience,Net Audience Growth,Audience Gained,Sent Messages (Total),Published Posts (Total),Received Messages (Total),Impressions,Video Views,Engagements,Engagement Rate (per Impression),Reactions,Comments,Shares,Post Link Clicks,Saves,Other Post Clicks,Other Engagements,Sent Tweets (Twitter),Sent Quote Tweets (Twitter),Sent @Replies (Twitter),Sent Direct Messages (Twitter),Sent Posts (Facebook),Sent Ad Posts (Facebook),Sent Comments (Facebook),Sent Ad Comments (Facebook),Sent Private Messages (Facebook),Sent Posts (Instagram),Sent Stories (Instagram),Sent Reels (Instagram),Sent Comments (Instagram),Sent Ad Comments (Instagram),Sent Posts (LinkedIn),Sent Comments (LinkedIn),Sent Videos (TikTok),Sent Comments (TikTok),Sent Pins (Pinterest),Sent Saves (Pinterest),Sent Videos (YouTube),Received Mentions (Twitter),Received Direct Messages (Twitter),Received Retweets (Twitter),Received Quote Tweets (Twitter),Received New Follower Alerts (Twitter),Received Wall Posts (Facebook),Received Comments (Facebook),Received Ad Comments (Facebook),Received Private Messages (Facebook),Received Comments (Instagram),Received Ad Comments (Instagram),Received Mentions (Instagram),Received Media Tags (Instagram),Received Comments (LinkedIn),Sent Direct Messages (Instagram),Received Direct Messages (Instagram),Received Comments (TikTok)
4/26/2022,Instagram,citizenconnectus,318,0,0,2,2,0,57,4,3,5.26%,3,0,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2022,LinkedIn,CitizenConnectUS,39,0,0,2,2,0,1,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
4/27/2022,Twitter,'@citizenconnect3,253,4,4,0,,4,144,2,6,4.17%,3,0,2,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,
4/27/2022,Facebook,Citizenconnect.us,364,0,1,0,0,0,"1,909",0,3,0.16%,2,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2022,Instagram,citizenconnectus,318,0,0,0,0,0,26,5,6,23.08%,6,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2022,LinkedIn,CitizenConnectUS,39,0,0,0,0,0,3,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
4/28/2022,Twitter,'@citizenconnect3,254,1,1,3,3,2,127,9,5,3.94%,2,0,0,1,,0,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
4/28/2022,Facebook,Citizenconnect.us,365,1,1,3,3,0,"3,048",3,8,0.26%,2,1,0,0,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2022,Instagram,citizenconnectus,320,2,2,4,3,0,37,2,0,0%,0,0,,,0,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
4/28/2022,LinkedIn,CitizenConnectUS,39,0,0,3,3,0,23,3,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
4/29/2022,Twitter,'@citizenconnect3,256,2,2,1,1,3,86,1,4,4.65%,1,0,1,0,,0,2,1,0,0,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,
4/29/2022,Facebook,Citizenconnect.us,365,0,1,1,1,0,520,4,6,1.15%,2,0,0,0,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2022,Instagram,citizenconnectus,320,0,0,1,1,0,39,2,2,5.13%,2,0,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2022,LinkedIn,CitizenConnectUS,39,0,0,1,1,0,5,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
4/30/2022,Twitter,'@citizenconnect3,255,-1,0,0,,0,37,1,0,0%,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2022,Facebook,Citizenconnect.us,365,0,0,0,0,0,276,0,1,0.36%,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2022,Instagram,citizenconnectus,320,0,0,0,0,0,34,2,4,11.76%,4,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2022,LinkedIn,CitizenConnectUS,39,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/1/2022,Twitter,'@citizenconnect3,255,0,0,0,,0,25,1,0,0%,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2022,Facebook,Citizenconnect.us,364,-1,1,0,0,0,"5,525",2,13,0.24%,3,0,2,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2022,Instagram,citizenconnectus,320,0,0,0,0,0,2,3,6,300%,6,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2022,LinkedIn,CitizenConnectUS,39,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/2/2022,Twitter,'@citizenconnect3,255,0,0,6,6,4,601,61,11,1.83%,6,0,2,0,,0,3,6,0,0,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,
5/2/2022,Facebook,Citizenconnect.us,365,1,1,6,6,1,"1,146",1,7,0.61%,4,0,0,0,,3,,,,,,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
5/2/2022,Instagram,citizenconnectus,322,2,2,7,6,1,112,0,1,0.89%,1,0,,,0,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
5/2/2022,LinkedIn,CitizenConnectUS,39,0,0,6,6,0,11,2,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,Twitter,'@citizenconnect3,255,0,0,5,5,2,257,25,6,2.33%,1,0,0,1,,0,4,5,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
5/3/2022,Facebook,Citizenconnect.us,366,1,1,5,5,0,"3,552",4,15,0.42%,3,0,2,1,,9,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,Instagram,citizenconnectus,321,-1,1,5,5,0,101,1,10,9.90%,9,0,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2022,LinkedIn,CitizenConnectUS,39,0,0,5,5,0,3,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,Twitter,'@citizenconnect3,258,3,3,0,,8,358,3,3,0.84%,1,0,1,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,
5/4/2022,Facebook,Citizenconnect.us,367,1,1,0,0,0,"6,717",1,20,0.30%,8,2,0,0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,Instagram,citizenconnectus,321,0,0,0,0,0,35,2,16,45.71%,16,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2022,LinkedIn,CitizenConnectUS,39,0,0,0,0,0,9,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,Twitter,'@citizenconnect3,261,3,3,3,3,4,212,5,2,0.94%,0,0,0,0,,0,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
5/5/2022,Facebook,Citizenconnect.us,367,0,1,3,3,1,"2,834",7,9,0.32%,3,1,0,0,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
5/5/2022,Instagram,citizenconnectus,321,0,0,3,3,0,45,2,1,2.22%,1,0,,,0,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2022,LinkedIn,CitizenConnectUS,39,0,0,3,3,0,2,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
5/6/2022,Twitter,'@citizenconnect3,265,4,4,3,3,4,522,7,5,0.96%,3,0,1,0,,0,1,3,0,0,,,,,,,,,,,,,,,,,,,1,,1,,2,,,,,,,,,,,,
5/6/2022,Facebook,Citizenconnect.us,369,2,3,3,3,1,"9,943",4,69,0.69%,20,9,2,1,,37,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
5/6/2022,Instagram,citizenconnectus,321,0,0,4,3,1,65,1,7,10.77%,4,2,,,1,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,
5/6/2022,LinkedIn,CitizenConnectUS,39,0,0,3,3,0,9,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,Twitter,'@citizenconnect3,265,0,0,0,,2,110,0,0,0%,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
5/7/2022,Facebook,Citizenconnect.us,371,1,2,0,0,0,"13,796",1,90,0.65%,34,7,2,3,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,Instagram,citizenconnectus,322,1,1,0,0,0,33,0,0,0%,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2022,LinkedIn,CitizenConnectUS,39,0,0,0,0,0,1,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,Twitter,'@citizenconnect3,267,2,2,1,1,0,71,1,0,0%,0,0,0,0,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,Facebook,Citizenconnect.us,372,1,1,1,1,0,"7,611",3,26,0.34%,10,1,2,0,,13,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,Instagram,citizenconnectus,322,0,1,1,1,0,35,0,3,8.57%,3,0,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2022,LinkedIn,CitizenConnectUS,39,1,1,1,1,0,5,0,1,20%,1,0,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,Twitter,'@citizenconnect3,266,-1,0,3,3,0,105,3,0,0%,0,0,0,0,,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,Facebook,Citizenconnect.us,373,1,1,3,3,0,"8,189",3,23,0.28%,3,0,0,0,,20,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2022,Instagram,citizenconnectus,323,1,1,3,3,2,74,3,11,14.86%,10,1,,,0,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
5/9/2022,LinkedIn,CitizenConnectUS,40,0,0,3,3,0,21,2,1,4.76%,1,0,0,0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,Twitter,'@citizenconnect3,267,1,1,5,5,8,370,2,25,6.76%,7,0,5,3,,0,10,5,0,0,,,,,,,,,,,,,,,,,,,1,,5,,2,,,,,,,,,,,,
5/10/2022,Facebook,Citizenconnect.us,372,0,1,5,5,0,"14,169",3,56,0.40%,16,0,4,1,,35,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2022,Instagram,citizenconnectus,327,4,4,5,5,1,101,4,7,6.93%,7,0,,,0,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
5/10/2022,LinkedIn,CitizenConnectUS,40,0,0,5,5,0,19,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,Twitter,'@citizenconnect3,270,3,3,1,1,1,121,0,3,2.48%,2,0,0,0,,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
5/11/2022,Facebook,Citizenconnect.us,372,0,1,1,1,0,"4,995",4,20,0.40%,7,0,1,0,,12,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2022,Instagram,citizenconnectus,328,1,1,1,1,2,63,1,8,12.70%,6,2,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
5/11/2022,LinkedIn,CitizenConnectUS,40,0,0,1,1,0,16,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,Twitter,'@citizenconnect3,270,0,0,2,2,3,167,16,11,6.59%,5,0,2,1,,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,
5/12/2022,Facebook,Citizenconnect.us,372,-1,0,10,10,2,"8,700",4,85,0.98%,14,2,5,39,,25,,,,,,2,8,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
5/12/2022,Instagram,citizenconnectus,328,0,0,2,2,0,"1,091",0,3,0.27%,3,0,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022,LinkedIn,CitizenConnectUS,40,0,0,2,2,0,6,1,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,Twitter,'@citizenconnect3,271,1,1,5,5,3,310,6,10,3.23%,6,0,2,1,,0,1,5,0,0,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,
5/13/2022,Facebook,Citizenconnect.us,374,2,2,5,5,13,"11,419",2,181,1.59%,56,11,11,60,,43,,,,,,5,,,,,,,,,,,,,,,,,,,,,,2,,11,,,,,,,,,
5/13/2022,Instagram,citizenconnectus,329,1,1,5,5,0,256,3,9,3.52%,9,0,,,0,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2022,LinkedIn,CitizenConnectUS,40,0,0,5,5,0,17,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,Twitter,'@citizenconnect3,272,1,1,0,,2,101,1,3,2.97%,2,0,1,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
5/14/2022,Facebook,Citizenconnect.us,375,1,1,0,0,7,"17,726",3,259,1.46%,82,12,35,68,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,
5/14/2022,Instagram,citizenconnectus,329,0,0,0,0,0,169,0,7,4.14%,7,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2022,LinkedIn,CitizenConnectUS,40,0,0,0,0,0,7,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,Twitter,'@citizenconnect3,272,0,0,0,,0,90,3,2,2.22%,1,0,0,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,Facebook,Citizenconnect.us,378,3,5,0,0,29,"9,469",7,334,3.53%,122,33,34,86,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,,,,,,,,,
5/15/2022,Instagram,citizenconnectus,329,0,0,0,0,0,146,0,6,4.11%,6,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2022,LinkedIn,CitizenConnectUS,40,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,Twitter,'@citizenconnect3,272,0,0,3,3,2,225,5,5,2.22%,3,0,1,0,,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
5/16/2022,Facebook,Citizenconnect.us,378,0,0,3,3,77,"7,350",12,482,6.56%,167,85,53,111,,66,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,
5/16/2022,Instagram,citizenconnectus,331,2,2,3,3,0,179,0,7,3.91%,6,0,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,2,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,Twitter,'@citizenconnect3,274,2,2,4,4,6,850,0,22,2.59%,8,0,5,5,,0,4,4,0,0,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,,,,,,,
5/17/2022,Facebook,Citizenconnect.us,388,7,9,7,2,80,"7,847",59,491,6.26%,170,92,57,105,,67,,,,,,2,,,5,,,,,,,,,,,,,,,,,,,2,5,73,,,,,,,,,
5/17/2022,Instagram,citizenconnectus,333,2,2,4,4,0,79,2,5,6.33%,5,0,,,0,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,4,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,Twitter,'@citizenconnect3,274,0,0,0,,4,352,0,1,0.28%,0,0,0,1,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,
5/18/2022,Facebook,Citizenconnect.us,397,9,10,0,0,73,"8,266",15,467,5.65%,181,75,65,98,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,70,,,,,,,,,
5/18/2022,Instagram,citizenconnectus,334,1,1,0,0,0,49,1,14,28.57%,12,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,4,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,Twitter,'@citizenconnect3,276,2,2,2,2,1,151,7,4,2.65%,1,0,0,0,,0,3,2,0,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5/19/2022,Facebook,Citizenconnect.us,402,5,5,3,3,92,"18,766",30,582,3.10%,249,92,61,128,,52,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,,88,,,,,,,,,
5/19/2022,Instagram,citizenconnectus,334,0,0,2,2,1,47,0,0,0%,0,0,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,3,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,Twitter,'@citizenconnect3,276,0,0,7,7,7,"1,229",10,26,2.12%,3,1,2,7,,0,13,7,0,0,,,,,,,,,,,,,,,,,,,3,,2,1,1,,,,,,,,,,,,
5/20/2022,Facebook,Citizenconnect.us,405,3,4,8,7,128,"13,745",23,514,3.74%,177,134,41,98,,64,,,,,,7,,,1,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,
5/20/2022,Instagram,citizenconnectus,335,1,1,7,7,1,159,4,10,6.29%,10,0,,,0,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
5/20/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,Twitter,'@citizenconnect3,277,1,1,0,,1,247,0,0,0%,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
5/21/2022,Facebook,Citizenconnect.us,407,1,3,0,0,82,"7,893",19,458,5.80%,139,87,44,114,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,
5/21/2022,Instagram,citizenconnectus,335,0,1,0,0,0,52,4,9,17.31%,9,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,1,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,Twitter,'@citizenconnect3,278,1,1,0,,2,98,1,4,4.08%,1,0,1,1,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,
5/22/2022,Facebook,Citizenconnect.us,411,4,4,0,0,95,"19,293",8,548,2.84%,172,108,68,128,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,94,,,,,,,,,
5/22/2022,Instagram,citizenconnectus,335,0,0,0,0,0,36,4,7,19.44%,7,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,LinkedIn,CitizenConnectUS,,1,1,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,Twitter,'@citizenconnect3,279,1,1,2,2,5,276,40,15,5.43%,4,0,4,0,,0,7,2,0,0,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,
5/23/2022,Facebook,Citizenconnect.us,411,0,2,2,2,112,"16,115",19,580,3.60%,173,123,53,155,,76,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,110,,,,,,,,,
5/23/2022,Instagram,citizenconnectus,337,2,3,2,2,0,56,5,4,7.14%,4,0,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,45,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,Twitter,'@citizenconnect3,280,1,1,4,4,6,285,11,11,3.86%,6,0,2,0,,0,3,4,0,0,,,,,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,
5/24/2022,Facebook,Citizenconnect.us,418,7,7,4,4,123,"22,138",40,520,2.35%,149,126,41,110,,94,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,8,114,,,,,,,,,
5/24/2022,Instagram,citizenconnectus,336,-1,0,3,3,0,138,1,8,5.80%,8,0,,,0,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,Twitter,'@citizenconnect3,284,4,4,0,,3,72,2,9,12.50%,2,0,1,2,,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,
5/25/2022,Facebook,Citizenconnect.us,420,2,3,0,0,36,"15,921",8,269,1.69%,96,43,25,55,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,
5/25/2022,Instagram,citizenconnectus,338,2,2,0,0,0,49,0,1,2.04%,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,1,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,Twitter,'@citizenconnect3,285,1,1,3,3,1,78,3,3,3.85%,1,0,0,1,,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
5/26/2022,Facebook,Citizenconnect.us,421,1,1,3,3,3,"10,003",9,28,0.28%,8,3,3,1,,13,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
5/26/2022,Instagram,citizenconnectus,338,0,0,2,2,0,37,1,5,13.51%,5,0,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,2,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/27/2022,Twitter,'@citizenconnect3,287,2,2,5,5,10,800,161,22,2.75%,7,0,4,2,,0,9,5,0,0,,,,,,,,,,,,,,,,,,,1,,4,2,3,,,,,,,,,,,,
5/27/2022,Facebook,Citizenconnect.us,421,0,1,5,5,0,"2,353",7,8,0.34%,5,0,1,0,,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2022,Instagram,citizenconnectus,338,0,1,4,4,0,67,4,10,14.93%,10,0,,,0,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,4,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/28/2022,Twitter,'@citizenconnect3,290,3,3,0,,4,307,6,6,1.95%,2,0,0,0,,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,
5/28/2022,Facebook,Citizenconnect.us,422,1,1,0,0,2,"3,701",2,14,0.38%,5,0,0,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
5/28/2022,Instagram,citizenconnectus,338,0,1,0,0,0,49,0,2,4.08%,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,1,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/29/2022,Twitter,'@citizenconnect3,290,0,0,0,,1,43,1,0,0%,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
5/29/2022,Facebook,Citizenconnect.us,422,0,1,0,0,7,"15,942",2,42,0.26%,9,3,1,0,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,,,,,,,,,
5/29/2022,Instagram,citizenconnectus,338,0,0,0,0,0,23,2,0,0%,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
5/30/2022,Twitter,'@citizenconnect3,290,0,0,3,3,3,87,1,6,6.90%,3,0,1,0,,0,2,3,0,0,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,
5/30/2022,Facebook,Citizenconnect.us,423,1,1,3,3,0,"5,603",2,20,0.36%,7,1,1,1,,10,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2022,Instagram,citizenconnectus,339,1,2,3,3,2,70,2,3,4.29%,3,0,,,0,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
5/30/2022,LinkedIn,CitizenConnectUS,,0,0,0,0,0,4,0,0,0%,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
